period_month,currency_pair,monthly_avg_rate,mom_pct_change,yoy_pct_change,ma_3m,ma_6m,ma_12m
2011-09-01,EUR/JPY,105.75045454545452,-4.239452327793029,-4.085965650019398,109.81500313695965,113.67966664025016,113.0076417459987
2011-10-01,EUR/JPY,105.06095238095239,-0.6520087005448877,-7.574881655565342,107.08119361315012,111.1206148440931,112.29010206345903
2011-11-01,EUR/JPY,105.02045454545456,-0.03854699065641959,-6.802872010003623,105.27728715728715,109.21281181379005,111.65127630588329
2011-12-01,EUR/JPY,102.54714285714284,-2.3550761601790833,-6.868088476525911,104.20951659451659,107.0122598657381,111.02107444252925
2012-01-01,EUR/JPY,99.32636363636365,-3.1407790905164665,-10.014942348419469,102.29798701298701,104.68959031306856,110.09985871381353
2012-02-01,EUR/JPY,103.76666666666668,4.470417387431085,-7.982169882709054,101.88005772005772,103.57867243867243,109.3497476027024
2012-03-01,EUR/JPY,108.87636363636362,4.924218088368398,-4.826183189174181,103.98979797979798,104.09965728715729,108.8896619637037
2012-04-01,EUR/JPY,107.00105263157894,-1.7224225186726776,-11.139958651858258,106.54802764486975,104.42300732892836,107.77181108651074
2012-05-01,EUR/JPY,101.97045454545454,-4.701447287108026,-12.447117411055759,105.94929027113237,103.91467399559507,106.56374290469255
2012-06-01,EUR/JPY,99.26047619047618,-2.657611331692511,-14.246145658549297,102.74399445583656,103.36689621781727,105.18957804177768
2012-07-01,EUR/JPY,97.06727272727272,-2.209543563940602,-14.298753115491317,99.43273448773448,102.99038106630212,103.83998568968532
2012-08-01,EUR/JPY,97.5786956521739,0.5268747236137085,-11.639251320897356,97.96881485664095,101.95905256388666,102.76886250127954
2012-09-01,EUR/JPY,100.49299999999998,2.986619495524225,-4.971566853355448,98.3796561264822,100.56182529115938,102.33074128915833
2012-10-01,EUR/JPY,102.47391304347826,1.9711950518725503,-2.4624175574703395,100.18186956521738,99.80730202647594,102.11515467770215
2012-11-01,EUR/JPY,103.935,1.4258135686707123,-1.033564889956509,102.30063768115942,100.13472626890018,102.02470013224762
2012-12-01,EUR/JPY,109.70526315789475,5.551799834410685,6.980321539259063,105.37139206712435,101.87552409680326,102.62121015731026
2013-01-01,EUR/JPY,118.3431818181818,7.873750457947325,19.1457911934028,110.66114832535885,105.42150894528812,104.20594500579512
2013-02-01,EUR/JPY,124.4005,5.118434445276648,19.884837777063904,117.48298165869217,109.8918096699258,105.92543111690622
2013-03-01,EUR/JPY,122.9865,-1.136651380018559,12.959779232490586,121.9100606060606,113.64072633659246,107.10127581387592
2013-04-01,EUR/JPY,127.54333333333335,3.705149210143669,19.1982043134516,124.97677777777778,117.81896305156833,108.8131325390221
2013-05-01,EUR/JPY,131.12681818181818,2.809621447731356,28.592952504067576,127.21888383838386,122.350932748538,111.24282950871908
2013-06-01,EUR/JPY,128.39499999999998,-2.083340555118409,29.351585774801258,129.02171717171717,125.46588888888887,113.67070649284608
2013-07-01,EUR/JPY,130.39391304347825,1.5568464842698457,34.33354969170967,129.97191040843214,127.47434409310496,116.44792651919654
2013-08-01,EUR/JPY,130.3386363636364,-0.042392070727582054,33.572841379472415,129.70918313570488,128.46403348704436,119.17792157848508
2013-09-01,EUR/JPY,132.40952380952382,1.588851551361777,31.759947269485284,131.0473577388795,130.0345374552983,121.83763189594539
2013-10-01,EUR/JPY,133.32478260869567,0.6912333590810936,30.106071534642982,132.02431426061864,130.99811233452536,124.40853769304685
2013-11-01,EUR/JPY,134.97285714285715,1.2361351745073015,29.86275763011223,133.5690545203589,131.63911882803185,126.99502578828492
2013-12-01,EUR/JPY,141.679,4.968512187635604,29.14512569564382,136.6588799171843,133.85311882803188,129.6595038584604
2014-01-01,EUR/JPY,141.46727272727273,-0.14944153525030063,19.53985903862036,139.37304329004328,135.69867877533096,131.58651143421798
2014-02-01,EUR/JPY,139.345,-1.5001863585538593,12.013215380967122,140.83042424242424,137.19973938139157,132.83188643421798
2014-03-01,EUR/JPY,141.48,1.5321683591086805,15.03701625788195,140.7640909090909,138.7114854131376,134.37301143421797
2014-04-01,EUR/JPY,141.6185,0.09789369522195492,11.035595745236906,140.81449999999998,140.09377164502166,135.54594198977352
2014-05-01,EUR/JPY,139.74428571428572,-1.323424754332441,6.571857421659322,140.94759523809523,140.88900974025975,136.2640642841458
2014-06-01,EUR/JPY,138.71857142857147,-0.7339937232291438,8.040477766713256,140.02711904761907,140.39560497835498,137.12436190319343
2014-07-01,EUR/JPY,137.72304347826085,-0.7176601806508879,5.620761171833834,138.72863354037267,139.77156677018633,137.73512277275867
2014-08-01,EUR/JPY,137.10666666666668,-0.4475480616948886,5.192650845408508,137.84942719116634,139.39851121463076,138.29912529801118
2014-09-01,EUR/JPY,138.39045454545456,0.9363424186433019,4.516994370083635,137.74005489679402,138.88358697220653,138.79753619267208
2014-10-01,EUR/JPY,136.84521739130432,-1.1165778443503178,2.6404954230760076,137.44744620114184,138.08803987075726,139.0909057578895
2014-11-01,EUR/JPY,145.029,5.9803205144498595,7.45049269165228,140.08822397891961,138.968825585043,139.92891766265137
2014-12-01,EUR/JPY,147.05857142857144,1.39942454858783,3.79701397424561,142.97759627329194,140.35882558504298,140.37721528169897
2015-01-01,EUR/JPY,137.46999999999997,-6.520239748982454,-2.8255812459033467,143.18585714285715,140.3166516719995,140.0441092210929
2015-02-01,EUR/JPY,134.68600000000004,-2.025169127809657,-3.343499946176729,139.73819047619048,139.91320722755503,139.6558592210929
2015-03-01,EUR/JPY,130.40954545454545,-3.175129223122361,-7.824748759863259,134.18851515151516,138.58305571240354,138.73332134230506
2015-04-01,EUR/JPY,128.93500000000003,-1.130703622503904,-8.956103898855009,131.34351515151516,137.26468614718615,137.67636300897172
2015-05-01,EUR/JPY,134.748,4.508473261720989,-3.57530591590764,131.36418181818183,135.55118614718617,137.26000586611454
2015-06-01,EUR/JPY,138.73954545454544,2.9622298323874534,0.015119839944985475,134.14084848484848,134.16468181818183,137.26175370161238
2015-07-01,EUR/JPY,135.68130434782609,-2.204303824623173,-1.4824963774178033,136.3896166007905,133.86656587615286,137.09160877407615
2015-08-01,EUR/JPY,137.12380952380954,1.0631569197518318,0.012503299481808172,137.18155310872703,134.27286746345442,137.09303734550474
2015-09-01,EUR/JPY,134.8509090909091,-1.6575534480799066,-2.5576514407522795,135.88534098751492,135.0130947361817,136.7980752242926
2015-10-01,EUR/JPY,134.83909090909094,-0.008763887390780508,-1.4659821661702095,135.6046031746032,135.99710988769684,136.6308980174415
2015-11-01,EUR/JPY,131.59714285714284,-2.4043087431773285,-9.261497454203749,133.76238095238097,135.471967030554,135.51157658887007
2015-12-01,EUR/JPY,132.3577272727273,0.5779642316475745,-9.996591162987444,132.93132034632035,134.40833066691764,134.28650624254973
2016-01-01,EUR/JPY,128.32349999999997,-3.047972608667319,-6.653451662180842,130.7594567099567,133.18202994227997,133.5242979092164
2016-02-01,EUR/JPY,127.3461904761905,-0.7615982449118572,-5.449571242600963,129.3424725829726,131.5524267676768,132.9126471155656
2016-03-01,EUR/JPY,125.38523809523811,-1.5398594756700044,-3.8527144173342567,127.01830952380952,129.97481493506493,132.49395483562333
2016-04-01,EUR/JPY,124.28714285714284,-0.875777128772683,-3.6048064085447624,125.67285714285715,128.21615692640694,132.10663340705187
2016-05-01,EUR/JPY,123.21363636363635,-0.8637309289025874,-8.559951640368418,124.2953391053391,126.81890584415585,131.1454364373549
