period_month,country_code,country_name,headline,core,energy,food,services,non_energy_goods,gap_vs_target,gap_vs_euro_area
2020-05-01,IT,Italy,-0.3,0.6,-13.1,2.6,0.7,0.5,-2.3,-0.4
2020-06-01,IT,Italy,-0.4,0.5,-12.5,2.4,0.4,0.6,-2.4,-0.7
2021-04-01,IT,Italy,1.0,0.3,9.8,-0.5,0.3,0.1,-1.0,-0.6000000000000001
2021-06-01,IT,Italy,1.3,0.3,14.4,-0.5,0.4,0.3,-0.7,-0.5999999999999999
2021-11-01,IT,Italy,3.9,1.3,31.2,1.2,1.7,0.6,1.9,-1.0000000000000004
2022-01-01,IT,Italy,5.1,1.3,39.1,3.2,2.0,0.3,3.0999999999999996,0.0
2022-06-01,IT,Italy,8.5,3.4,49.1,7.9,3.7,2.9,6.5,-0.09999999999999964
2022-07-01,IT,Italy,8.4,3.4,43.4,8.8,4.0,2.5,6.4,-0.5
2022-10-01,IT,Italy,12.6,4.6,71.7,11.8,4.3,4.9,10.6,2.0
2023-04-01,IT,Italy,8.6,5.3,16.4,11.0,5.1,5.5,6.6,1.5999999999999996
2023-06-01,IT,Italy,6.7,4.9,2.0,10.1,5.0,5.0,4.7,1.2000000000000002
2023-07-01,IT,Italy,6.3,4.7,0.6,9.8,4.6,5.2,4.3,1.0
2023-09-01,IT,Italy,5.6,4.1,1.6,8.0,4.4,3.9,3.5999999999999996,1.2999999999999998
2024-02-01,IT,Italy,0.8,2.6,-17.4,3.7,3.1,1.2,-1.2,-1.8
2024-03-01,IT,Italy,1.2,2.2,-10.9,2.7,3.3,0.7,-0.8,-1.2
2024-05-01,IT,Italy,0.8,2.2,-11.7,2.1,3.2,0.7,-1.2,-1.8
2024-07-01,IT,Italy,1.6,2.4,-4.0,1.2,3.2,0.8,-0.3999999999999999,-1.0
2024-09-01,IT,Italy,0.7,1.8,-8.7,1.4,3.1,-0.1,-1.3,-1.0
2025-03-01,IT,Italy,2.1,1.8,2.7,2.7,2.8,0.5,0.10000000000000009,-0.10000000000000009
2000-02-01,NL,Netherlands,1.5,0.9,13.3,-0.6,1.1,0.6,-0.5,-0.3999999999999999
2000-04-01,NL,Netherlands,1.7,0.9,11.8,0.1,1.6,0.5,-0.30000000000000004,0.0
2001-04-01,NL,Netherlands,5.4,3.9,12.3,7.9,4.1,3.6,3.4000000000000004,2.7
2001-09-01,NL,Netherlands,5.3,4.5,6.2,8.0,4.9,4.0,3.3,3.0999999999999996
2002-02-01,NL,Netherlands,4.5,4.5,0.4,6.2,5.5,3.3,2.5,2.0
2002-03-01,NL,Netherlands,4.4,4.5,2.1,4.8,5.5,3.3,2.4000000000000004,1.9000000000000004
2002-12-01,NL,Netherlands,3.2,3.2,6.6,1.9,4.5,1.3,1.2000000000000002,0.9000000000000004
2003-05-01,NL,Netherlands,2.2,2.4,2.7,1.6,4.0,0.3,0.20000000000000018,0.40000000000000013
2003-07-01,NL,Netherlands,2.1,2.0,4.3,1.9,3.7,0.1,0.10000000000000009,0.20000000000000018
2003-10-01,NL,Netherlands,1.9,1.7,3.2,2.4,3.5,-0.7,-0.10000000000000009,-0.10000000000000009
2003-12-01,NL,Netherlands,1.6,1.7,3.4,0.3,3.5,-0.6,-0.3999999999999999,-0.3999999999999999
2004-03-01,NL,Netherlands,1.3,1.5,3.0,-0.9,3.6,-1.0,-0.7,-0.3999999999999999
2004-04-01,NL,Netherlands,1.5,1.5,5.4,-0.4,3.4,-0.9,-0.5,-0.6000000000000001
2004-05-01,NL,Netherlands,1.7,1.4,8.7,-0.4,3.5,-1.2,-0.30000000000000004,-0.8
2004-12-01,NL,Netherlands,1.3,1.2,4.8,-0.2,3.1,-1.2,-0.7,-0.9999999999999998
2005-01-01,NL,Netherlands,1.3,0.7,9.6,-0.4,2.1,-1.2,-0.7,-0.5999999999999999
2005-03-01,NL,Netherlands,1.5,0.7,10.6,0.3,2.2,-1.2,-0.5,-0.7000000000000002
2005-06-01,NL,Netherlands,1.4,0.7,11.6,-0.7,2.2,-1.1,-0.6000000000000001,-0.6000000000000001
2005-10-01,NL,Netherlands,1.5,0.6,12.5,-0.2,1.7,-0.8,-0.5,-1.0
2006-01-01,NL,Netherlands,1.7,0.6,11.5,1.3,1.3,-0.4,-0.30000000000000004,-0.7
2007-03-01,NL,Netherlands,1.9,1.6,4.3,1.4,1.6,1.7,-0.10000000000000009,0.0
2007-12-01,NL,Netherlands,1.6,0.6,6.0,3.1,1.3,-0.3,-0.3999999999999999,-1.5
2008-05-01,NL,Netherlands,2.1,0.9,4.2,5.9,2.0,-0.5,0.10000000000000009,-1.6
2008-06-01,NL,Netherlands,2.3,1.0,6.0,5.9,2.0,-0.5,0.2999999999999998,-1.6
2008-08-01,NL,Netherlands,3.0,1.2,10.2,6.1,2.6,-0.6,1.0,-0.7999999999999998
2008-10-01,NL,Netherlands,2.5,1.4,4.7,5.7,2.8,-0.4,0.5,-0.7000000000000002
2010-03-01,NL,Netherlands,0.7,1.5,-2.9,-0.7,2.6,0.1,-1.3,-0.9000000000000001
2010-05-01,NL,Netherlands,0.4,1.2,-3.9,0.0,2.4,-0.4,-1.6,-1.2999999999999998
2010-07-01,NL,Netherlands,1.3,0.7,5.1,1.3,1.4,-0.2,-0.7,-0.3999999999999999
2010-08-01,NL,Netherlands,1.2,0.7,3.8,1.7,1.5,-0.4,-0.8,-0.40000000000000013
2010-12-01,NL,Netherlands,1.8,1.2,7.1,1.4,2.0,0.0,-0.19999999999999996,-0.40000000000000013
2011-03-01,NL,Netherlands,1.8,1.2,6.9,1.8,1.9,0.2,-0.19999999999999996,-0.9000000000000001
2011-08-01,NL,Netherlands,3.2,2.6,8.6,2.5,3.9,0.7,1.2000000000000002,0.7000000000000002
2012-07-01,NL,Netherlands,2.6,2.5,4.5,1.9,3.3,1.2,0.6000000000000001,0.20000000000000018
2012-09-01,NL,Netherlands,2.5,2.1,6.5,1.9,3.3,0.3,0.5,-0.10000000000000009
2012-12-01,NL,Netherlands,3.4,2.8,6.1,4.0,3.7,1.5,1.4,1.1999999999999997
2013-05-01,NL,Netherlands,3.1,2.9,1.0,5.1,2.9,2.9,1.1,1.7000000000000002
2013-09-01,NL,Netherlands,2.4,2.6,-0.8,3.9,3.0,1.9,0.3999999999999999,1.2999999999999998
2013-12-01,NL,Netherlands,1.4,1.8,-1.3,1.7,2.4,0.9,-0.6000000000000001,0.5999999999999999
2014-02-01,NL,Netherlands,0.4,0.7,-2.6,1.2,1.1,0.0,-1.6,-0.29999999999999993
2014-05-01,NL,Netherlands,0.1,0.3,-0.1,-0.3,0.8,-0.4,-1.9,-0.4
2014-08-01,NL,Netherlands,0.4,0.8,-1.6,0.0,1.6,-0.6,-1.6,0.0
2014-10-01,NL,Netherlands,0.4,0.6,-0.9,0.6,1.4,-0.6,-1.6,0.0
2015-01-01,NL,Netherlands,-0.7,0.3,-7.2,-0.1,1.4,-1.6,-2.7,-0.09999999999999998
2015-11-01,NL,Netherlands,0.4,1.0,-5.8,1.3,1.3,0.7,-1.6,0.30000000000000004
2015-12-01,NL,Netherlands,0.5,1.1,-5.3,1.2,1.4,0.6,-1.5,0.2
2016-04-01,NL,Netherlands,-0.2,0.5,-8.0,1.2,0.3,0.9,-2.2,0.09999999999999998
2017-01-01,NL,Netherlands,1.6,1.3,4.7,1.5,1.5,1.0,-0.3999999999999999,-0.09999999999999987
2018-01-01,NL,Netherlands,1.5,0.9,5.5,2.2,1.3,0.2,-0.5,0.19999999999999996
2018-08-01,NL,Netherlands,1.9,1.1,11.4,0.8,1.7,0.1,-0.10000000000000009,-0.20000000000000018
2019-02-01,NL,Netherlands,2.6,1.6,10.5,3.0,1.8,1.2,0.6000000000000001,1.1
2019-07-01,NL,Netherlands,2.6,1.8,6.0,4.2,3.0,0.2,0.6000000000000001,1.6
2019-11-01,NL,Netherlands,2.6,2.0,5.4,3.6,2.6,1.0,0.6000000000000001,1.6
2020-02-01,NL,Netherlands,1.3,1.8,-4.1,1.8,2.5,0.6,-0.7,0.10000000000000009
2020-03-01,NL,Netherlands,1.1,1.8,-8.2,2.9,2.6,0.5,-0.8999999999999999,0.40000000000000013
2021-03-01,NL,Netherlands,1.9,1.8,4.9,0.7,2.0,1.5,-0.10000000000000009,0.5999999999999999
2021-08-01,NL,Netherlands,2.7,1.8,15.8,0.5,2.0,2.1,0.7000000000000002,-0.2999999999999998
2022-03-01,NL,Netherlands,11.7,3.0,99.6,5.5,2.1,4.2,9.7,4.299999999999999
2022-04-01,NL,Netherlands,11.2,3.9,83.1,7.2,3.1,4.9,9.2,3.799999999999999
2022-09-01,NL,Netherlands,17.1,6.4,113.8,10.5,5.9,7.2,15.100000000000001,7.200000000000001
2023-08-01,NL,Netherlands,3.4,7.0,-28.6,10.2,6.9,6.3,1.4,-1.8000000000000003
2023-11-01,NL,Netherlands,1.4,3.9,-25.3,7.2,4.7,2.6,-0.6000000000000001,-1.0
2024-01-01,NL,Netherlands,3.1,3.4,-2.5,4.1,5.3,0.3,1.1,0.30000000000000027
2024-11-01,NL,Netherlands,3.8,3.7,-0.3,6.1,5.2,1.3,1.7999999999999998,1.5999999999999996
2025-02-01,NL,Netherlands,3.5,3.2,-1.9,7.4,4.3,1.5,1.5,1.2000000000000002
2025-04-01,NL,Netherlands,4.1,4.2,-3.2,7.2,6.0,1.5,2.0999999999999996,1.8999999999999995
2000-01-01,U2,Euro Area,1.9,1.1,12.1,0.4,1.6,0.5,-0.10000000000000009,0.0
2000-03-01,U2,Euro Area,2.0,0.9,15.2,0.4,1.3,0.4,0.0,0.0
2000-08-01,U2,Euro Area,2.0,0.9,11.6,2.0,1.4,0.3,0.0,0.0
2000-11-01,U2,Euro Area,2.5,1.0,14.7,2.3,1.3,0.7,0.5,0.0
2000-12-01,U2,Euro Area,2.5,1.5,10.7,2.4,2.2,0.7,0.5,0.0
2001-11-01,U2,Euro Area,2.0,2.2,-5.3,4.5,2.8,1.5,0.0,0.0
2002-06-01,U2,Euro Area,1.9,2.5,-3.5,2.3,3.2,1.5,-0.10000000000000009,0.0
2002-07-01,U2,Euro Area,2.0,2.4,-1.6,2.2,3.2,1.3,0.0,0.0
2002-08-01,U2,Euro Area,2.1,2.4,-0.3,2.3,3.3,1.2,0.10000000000000009,0.0
2002-09-01,U2,Euro Area,2.1,2.4,-0.1,2.4,3.2,1.3,0.10000000000000009,0.0
2002-10-01,U2,Euro Area,2.3,2.3,2.6,2.2,3.1,1.2,0.2999999999999998,0.0
2003-06-01,U2,Euro Area,2.0,1.8,1.5,2.9,2.5,0.8,0.0,0.0
2003-08-01,U2,Euro Area,2.0,1.7,2.6,3.1,2.5,0.6,0.0,0.0
2003-09-01,U2,Euro Area,2.1,1.8,1.6,3.6,2.5,0.8,0.10000000000000009,0.0
2004-02-01,U2,Euro Area,1.6,1.8,-2.2,2.7,2.6,0.8,-0.3999999999999999,0.0
2004-07-01,U2,Euro Area,2.3,1.8,5.9,2.6,2.7,0.7,0.2999999999999998,0.0
2004-11-01,U2,Euro Area,2.2,1.9,8.7,1.0,2.7,0.8,0.20000000000000018,0.0
2005-04-01,U2,Euro Area,2.1,1.4,10.1,1.3,2.2,0.3,0.10000000000000009,0.0
2006-02-01,U2,Euro Area,2.4,1.2,12.5,1.8,2.0,0.2,0.3999999999999999,0.0
2006-03-01,U2,Euro Area,2.2,1.3,10.5,1.6,1.9,0.5,0.20000000000000018,0.0
2006-04-01,U2,Euro Area,2.4,1.5,11.1,1.8,2.1,0.6,0.3999999999999999,0.0
2007-02-01,U2,Euro Area,1.8,1.9,0.8,2.4,2.4,1.1,-0.19999999999999996,0.0
2007-05-01,U2,Euro Area,1.9,1.9,0.3,2.4,2.7,1.0,-0.10000000000000009,0.0
2007-11-01,U2,Euro Area,3.1,1.9,9.7,4.0,2.5,1.0,1.1,0.0
2008-01-01,U2,Euro Area,3.2,1.7,10.6,4.9,2.5,0.7,1.2000000000000002,0.0
2008-03-01,U2,Euro Area,3.6,2.0,11.2,5.6,2.8,0.8,1.6,0.0
2008-12-01,U2,Euro Area,1.6,1.8,-3.7,3.3,2.6,0.8,-0.3999999999999999,0.0
2009-05-01,U2,Euro Area,0.0,1.5,-11.6,0.9,2.1,0.7,-2.0,0.0
2010-01-01,U2,Euro Area,0.9,0.8,4.0,-0.1,1.5,-0.2,-1.1,0.0
2010-11-01,U2,Euro Area,1.9,1.1,7.9,1.8,1.4,0.8,-0.10000000000000009,0.0
2011-02-01,U2,Euro Area,2.4,1.0,13.1,2.3,1.6,0.0,0.3999999999999999,0.0
2011-05-01,U2,Euro Area,2.7,1.5,11.1,2.8,1.8,1.0,0.7000000000000002,0.0
2011-06-01,U2,Euro Area,2.7,1.5,10.9,2.7,2.0,0.9,0.7000000000000002,0.0
2012-02-01,U2,Euro Area,2.7,1.5,9.5,3.3,1.8,1.1,0.7000000000000002,0.0
2012-03-01,U2,Euro Area,2.7,1.6,8.5,3.3,1.8,1.4,0.7000000000000002,0.0
2013-02-01,U2,Euro Area,1.9,1.3,3.9,2.7,1.5,0.8,-0.10000000000000009,0.0
2013-10-01,U2,Euro Area,0.7,0.8,-1.7,1.9,1.2,0.3,-1.3,0.0
2014-03-01,U2,Euro Area,0.5,0.7,-2.1,1.0,1.1,0.2,-1.5,0.0
2014-04-01,U2,Euro Area,0.7,1.0,-1.2,0.7,1.6,0.1,-1.3,0.0
2015-09-01,U2,Euro Area,0.2,1.3,-8.9,1.4,1.9,0.3,-1.8,0.0
2015-10-01,U2,Euro Area,0.4,1.5,-8.5,1.6,2.0,0.6,-1.6,0.0
2016-05-01,U2,Euro Area,-0.1,0.8,-8.1,0.9,1.0,0.5,-2.1,0.0
2016-07-01,U2,Euro Area,0.2,0.9,-6.7,1.4,1.2,0.4,-1.8,0.0
2016-08-01,U2,Euro Area,0.2,0.8,-5.6,1.3,1.1,0.3,-1.8,0.0
2017-02-01,U2,Euro Area,2.0,0.8,9.3,2.5,1.2,0.2,0.0,0.0
2017-03-01,U2,Euro Area,1.5,0.7,7.4,1.8,1.0,0.2,-0.5,0.0
2017-07-01,U2,Euro Area,1.3,1.2,2.2,1.4,1.7,0.4,-0.7,0.0
2017-08-01,U2,Euro Area,1.5,1.2,4.0,1.4,1.7,0.4,-0.5,0.0
2017-11-01,U2,Euro Area,1.5,0.9,4.7,2.2,1.3,0.3,-0.5,0.0
2018-11-01,U2,Euro Area,1.9,0.9,9.1,1.9,1.4,0.2,-0.10000000000000009,0.0
2019-01-01,U2,Euro Area,1.4,1.1,2.7,1.8,1.6,0.3,-0.6000000000000001,0.0
2020-04-01,U2,Euro Area,0.3,0.9,-9.7,3.6,1.2,0.3,-1.7,0.0
2020-09-01,U2,Euro Area,-0.3,0.2,-8.2,1.8,0.5,-0.3,-2.3,0.0
2020-12-01,U2,Euro Area,-0.3,0.2,-6.9,1.3,0.7,-0.5,-2.3,0.0
2021-09-01,U2,Euro Area,3.4,1.9,17.6,2.0,1.7,2.1,1.4,0.0
2022-02-01,U2,Euro Area,5.9,2.7,32.0,4.2,2.5,3.1,3.9000000000000004,0.0
2022-05-01,U2,Euro Area,8.1,3.8,39.1,7.5,3.5,4.2,6.1,0.0
2023-01-01,U2,Euro Area,8.6,5.3,18.9,14.1,4.4,6.7,6.6,0.0
2023-10-01,U2,Euro Area,2.9,4.2,-11.2,7.4,4.6,3.5,0.8999999999999999,0.0
2025-01-01,U2,Euro Area,2.5,2.7,1.9,2.3,3.9,0.5,0.5,0.0
2025-05-01,U2,Euro Area,1.9,2.3,-3.6,3.2,3.2,0.6,-0.10000000000000009,0.0
2025-06-01,U2,Euro Area,2.0,2.3,-2.6,3.1,3.3,0.5,0.0,0.0
2025-07-01,U2,Euro Area,2.0,2.3,-2.4,3.3,3.2,0.8,0.0,0.0
2025-09-01,U2,Euro Area,2.2,2.4,-0.4,3.0,3.2,0.8,0.20000000000000018,0.0
2025-11-01,U2,Euro Area,2.1,2.4,-0.5,2.4,3.5,0.5,0.10000000000000009,0.0
2025-12-01,U2,Euro Area,1.9,2.3,-1.9,2.5,3.4,0.4,-0.10000000000000009,0.0
2001-08-01,DE,Germany,2.2,1.3,5.4,4.5,2.0,0.4,0.20000000000000018,-0.09999999999999964
2007-08-01,DE,Germany,1.9,1.9,0.8,2.8,2.4,1.4,-0.10000000000000009,0.19999999999999996
2013-06-01,DE,Germany,2.0,1.1,3.1,3.8,1.6,0.7,0.0,0.3999999999999999
2016-03-01,DE,Germany,0.1,1.3,-8.9,1.4,1.6,0.8,-1.9,0.1
2016-09-01,DE,Germany,0.6,1.0,-3.6,1.2,1.2,0.8,-1.4,0.19999999999999996
2019-04-01,DE,Germany,2.1,2.0,4.9,1.0,2.4,1.3,0.10000000000000009,0.40000000000000013
2019-06-01,DE,Germany,1.5,1.5,2.4,1.4,1.6,1.3,-0.5,0.19999999999999996
2025-10-01,DE,Germany,2.3,2.8,-0.9,2.1,3.6,1.2,0.2999999999999998,0.19999999999999973
2000-07-01,ES,Spain,3.7,2.9,12.9,2.7,3.7,1.9,1.7000000000000002,1.6
2004-01-01,ES,Spain,2.3,2.3,-1.6,3.9,3.5,0.8,0.2999999999999998,0.4999999999999998
2005-05-01,ES,Spain,3.1,2.5,6.8,3.3,3.7,1.0,1.1,1.1
2011-01-01,ES,Spain,3.0,1.1,17.6,2.2,1.5,0.3,1.0,0.7000000000000002
2020-01-01,ES,Spain,1.1,1.1,0.0,1.8,1.5,0.3,-0.8999999999999999,-0.2999999999999998
2001-07-01,FR,France,2.2,1.3,-0.7,6.4,1.5,1.2,0.20000000000000018,-0.2999999999999998
2012-01-01,FR,France,2.6,1.5,7.7,3.8,1.9,1.0,0.6000000000000001,-0.10000000000000009
2014-07-01,FR,France,0.6,0.9,0.8,-0.7,1.9,-0.8,-1.4,0.19999999999999996
2015-04-01,FR,France,0.1,0.5,-3.2,0.3,1.1,-0.4,-1.9,-0.1
2021-07-01,FR,France,1.5,0.3,12.3,1.4,0.9,-0.7,-0.5,-0.7000000000000002
2021-10-01,FR,France,3.2,1.8,20.2,1.2,2.2,1.0,1.2000000000000002,-0.8999999999999995
2001-08-01,IT,Italy,2.0,1.6,-0.4,4.3,3.0,0.0,0.0,-0.2999999999999998
2007-08-01,IT,Italy,1.6,1.8,-2.1,2.4,2.2,1.2,-0.3999999999999999,-0.09999999999999987
2013-06-01,IT,Italy,1.2,1.3,-0.5,2.5,1.6,0.5,-0.8,-0.40000000000000013
2016-03-01,IT,Italy,-0.2,0.8,-7.0,-0.4,0.6,0.9,-2.2,-0.2
2016-09-01,IT,Italy,0.1,0.4,-3.3,0.4,0.6,0.3,-1.9,-0.30000000000000004
2019-04-01,IT,Italy,1.1,0.7,5.0,0.6,1.5,-0.5,-0.8999999999999999,-0.5999999999999999
2019-06-01,IT,Italy,0.8,0.4,2.6,0.6,1.0,-0.5,-1.2,-0.5
2025-10-01,IT,Italy,1.3,1.9,-4.4,2.5,2.9,0.4,-0.7,-0.8
2000-07-01,NL,Netherlands,2.8,1.3,17.5,2.0,1.8,0.5,0.7999999999999998,0.6999999999999997
2004-01-01,NL,Netherlands,1.5,1.7,2.7,-0.1,4.0,-1.2,-0.5,-0.30000000000000004
2005-05-01,NL,Netherlands,1.0,0.6,8.2,-0.9,2.0,-1.0,-1.0,-1.0
2011-01-01,NL,Netherlands,1.9,1.2,7.4,1.3,2.1,0.0,-0.10000000000000009,-0.3999999999999999
2020-01-01,NL,Netherlands,1.7,2.0,-1.5,1.8,2.8,0.9,-0.30000000000000004,0.30000000000000004
2003-01-01,U2,Euro Area,2.1,1.9,6.0,1.4,2.8,0.6,0.10000000000000009,0.0
2006-05-01,U2,Euro Area,2.5,1.3,12.9,2.0,1.8,0.7,0.5,0.0
2007-07-01,U2,Euro Area,1.8,1.9,0.0,2.3,2.6,0.8,-0.19999999999999996,0.0
2007-09-01,U2,Euro Area,2.1,1.8,3.0,2.7,2.5,0.9,0.10000000000000009,0.0
2008-04-01,U2,Euro Area,3.3,1.6,10.8,5.4,2.3,0.7,1.2999999999999998,0.0
2012-08-01,U2,Euro Area,2.6,1.5,8.9,3.0,1.8,1.1,0.6000000000000001,0.0
2016-11-01,U2,Euro Area,0.6,0.8,-1.1,0.7,1.1,0.3,-1.4,0.0
2018-02-01,U2,Euro Area,1.1,1.0,2.2,1.0,1.3,0.4,-0.8999999999999999,0.0
2022-11-01,U2,Euro Area,10.1,5.0,34.9,13.6,4.2,6.1,8.1,0.0
2014-11-01,DE,Germany,0.5,0.9,-2.3,0.9,1.3,0.3,-1.5,0.2
2022-12-01,DE,Germany,9.6,5.4,25.1,16.3,4.1,7.4,7.6,0.40000000000000036
2009-07-01,ES,Spain,-1.3,0.6,-15.8,-0.3,1.9,-1.1,-3.3,-0.7000000000000001
2019-12-01,ES,Spain,0.8,1.1,-2.1,1.5,1.7,0.1,-1.2,-0.5
2024-06-01,ES,Spain,3.6,3.0,6.0,4.1,4.0,0.8,1.6,1.1
2024-12-01,ES,Spain,2.8,2.6,5.5,2.3,3.7,0.3,0.7999999999999998,0.3999999999999999
2014-09-01,FR,France,0.4,0.9,-2.3,-0.2,1.5,-0.1,-1.6,0.10000000000000003
2018-10-01,FR,France,2.5,0.8,13.5,3.7,1.3,-0.1,0.5,0.20000000000000018
2021-05-01,FR,France,1.8,1.1,11.5,0.4,1.5,0.4,-0.19999999999999996,-0.19999999999999996
2014-11-01,IT,Italy,0.3,0.6,-2.8,0.4,0.7,0.4,-1.7,0.0
2022-12-01,IT,Italy,12.3,4.8,65.1,11.6,4.5,5.5,10.3,3.1000000000000014
2009-07-01,NL,Netherlands,-0.1,1.5,-13.3,2.0,2.5,0.0,-2.1,0.5
2019-12-01,NL,Netherlands,2.8,2.1,8.0,3.2,2.9,0.9,0.7999999999999998,1.4999999999999998
2024-06-01,NL,Netherlands,3.4,3.1,3.5,4.3,5.4,-0.5,1.4,0.8999999999999999
2024-12-01,NL,Netherlands,3.9,3.6,1.5,6.6,5.9,0.0,1.9,1.5
2000-06-01,U2,Euro Area,2.1,0.9,14.3,1.2,1.4,0.4,0.10000000000000009,0.0
2003-11-01,U2,Euro Area,2.2,1.7,2.3,3.9,2.4,0.7,0.20000000000000018,0.0
2009-04-01,U2,Euro Area,0.6,1.8,-8.8,1.4,2.5,0.7,-1.4,0.0
2015-03-01,U2,Euro Area,-0.1,0.6,-6.0,0.6,1.1,0.0,-2.1,0.0
2020-07-01,U2,Euro Area,0.4,1.2,-8.4,2.0,0.9,1.6,-1.6,0.0
2023-05-01,U2,Euro Area,6.1,5.3,-1.8,12.5,5.0,5.8,4.1,0.0
2015-07-01,U2,Euro Area,0.5,1.4,-5.6,0.9,1.9,0.4,-1.5,0.0
2009-11-01,DE,Germany,0.3,1.0,-2.5,-0.5,1.2,0.6,-1.7,-0.2
2009-11-01,IT,Italy,0.9,1.6,-5.4,0.8,1.7,1.5,-1.1,0.4
2010-06-01,FR,France,1.7,0.9,9.2,1.7,1.6,0.0,-0.30000000000000004,0.19999999999999996
2000-01-01,DE,Germany,1.7,0.7,14.7,-0.8,1.3,0.1,-0.30000000000000004,-0.19999999999999996
2000-03-01,DE,Germany,1.4,0.0,17.8,-0.8,0.4,-0.3,-0.6000000000000001,-0.6000000000000001
2000-08-01,DE,Germany,1.0,-0.2,11.3,0.4,0.1,-0.9,-1.0,-1.0
2000-11-01,DE,Germany,1.4,-0.2,16.4,0.8,0.1,-0.8,-0.6000000000000001,-1.1
2000-12-01,DE,Germany,2.2,1.1,12.5,1.3,2.4,-0.7,0.20000000000000018,-0.2999999999999998
2001-11-01,DE,Germany,1.4,1.4,-3.1,3.6,2.0,0.7,-0.6000000000000001,-0.6000000000000001
2002-06-01,DE,Germany,0.9,1.5,-2.6,0.3,2.2,0.5,-1.1,-0.9999999999999999
2002-07-01,DE,Germany,1.1,1.4,-0.5,0.3,2.2,0.2,-0.8999999999999999,-0.8999999999999999
2002-08-01,DE,Germany,1.1,1.3,0.2,0.7,2.2,0.2,-0.8999999999999999,-1.0
2002-09-01,DE,Germany,1.1,1.3,-0.2,0.7,2.2,0.1,-0.8999999999999999,-1.0
2002-10-01,DE,Germany,1.2,1.3,3.5,0.3,2.1,0.0,-0.8,-1.0999999999999999
2003-06-01,DE,Germany,1.0,0.6,2.6,1.6,1.2,-0.4,-1.0,-1.0
2003-08-01,DE,Germany,1.1,0.7,3.9,1.5,1.3,-0.4,-0.8999999999999999,-0.8999999999999999
2003-09-01,DE,Germany,1.1,0.8,2.3,2.1,1.3,-0.1,-0.8999999999999999,-1.0
2004-02-01,DE,Germany,0.8,1.4,-2.3,0.4,1.9,0.5,-1.2,-0.8
2004-07-01,DE,Germany,1.9,1.6,5.9,1.8,1.9,1.0,-0.10000000000000009,-0.3999999999999999
2004-11-01,DE,Germany,1.9,1.5,7.1,1.2,1.9,0.9,-0.10000000000000009,-0.30000000000000027
2005-04-01,DE,Germany,1.4,0.5,9.1,2.2,0.9,-0.5,-0.6000000000000001,-0.7000000000000002
2006-02-01,DE,Germany,2.1,0.6,14.6,1.9,0.9,-0.1,0.10000000000000009,-0.2999999999999998
2006-03-01,DE,Germany,1.9,0.5,11.8,1.6,0.8,0.0,-0.10000000000000009,-0.30000000000000027
2006-04-01,DE,Germany,2.2,0.7,12.7,1.9,1.2,0.1,0.20000000000000018,-0.19999999999999973
2007-02-01,DE,Germany,1.9,1.6,2.2,2.7,1.9,1.3,-0.10000000000000009,0.09999999999999987
2007-05-01,DE,Germany,2.0,1.9,2.0,2.4,2.4,1.2,0.0,0.10000000000000009
2007-11-01,DE,Germany,3.3,2.1,11.0,3.9,2.5,1.4,1.2999999999999998,0.19999999999999973
2008-01-01,DE,Germany,3.0,1.5,9.4,4.6,2.1,0.5,1.0,-0.20000000000000018
2008-03-01,DE,Germany,3.3,1.8,9.8,5.3,2.6,0.6,1.2999999999999998,-0.30000000000000027
2008-12-01,DE,Germany,1.1,1.3,-0.8,1.9,1.7,0.7,-0.8999999999999999,-0.5
2009-05-01,DE,Germany,-0.1,1.5,-7.8,-0.7,1.4,1.5,-2.1,-0.1
2010-01-01,DE,Germany,0.7,0.9,1.0,0.0,1.0,0.6,-1.3,-0.20000000000000007
2010-11-01,DE,Germany,1.5,0.9,5.0,2.3,0.7,1.2,-0.5,-0.3999999999999999
2011-02-01,DE,Germany,2.3,0.7,10.1,2.4,1.1,0.4,0.2999999999999998,-0.10000000000000009
2011-05-01,DE,Germany,2.5,1.2,9.4,2.7,1.2,1.1,0.5,-0.20000000000000018
2011-06-01,DE,Germany,2.4,1.3,9.1,2.4,1.6,0.8,0.3999999999999999,-0.30000000000000027
2012-02-01,DE,Germany,2.6,1.5,7.9,3.6,1.5,1.4,0.6000000000000001,-0.10000000000000009
2012-03-01,DE,Germany,2.3,1.4,6.4,3.7,1.3,1.4,0.2999999999999998,-0.40000000000000036
2013-02-01,DE,Germany,1.8,1.2,4.1,2.6,1.5,0.7,-0.19999999999999996,-0.09999999999999987
2013-10-01,DE,Germany,1.2,0.9,-0.1,3.3,1.3,0.5,-0.8,0.5
2014-03-01,DE,Germany,0.7,0.8,-1.6,2.3,1.0,0.5,-1.3,0.19999999999999996
2014-04-01,DE,Germany,1.1,1.3,-1.3,2.0,2.0,0.4,-0.8999999999999999,0.40000000000000013
2015-09-01,DE,Germany,0.8,2.5,-9.2,1.3,3.4,0.9,-1.2,0.6000000000000001
2015-10-01,DE,Germany,1.2,2.7,-8.7,1.7,3.5,1.5,-0.8,0.7999999999999999
2016-05-01,DE,Germany,-0.1,1.0,-8.0,0.9,0.8,1.2,-2.1,0.0
2016-07-01,DE,Germany,0.3,1.3,-7.0,1.5,1.5,0.9,-1.7,0.09999999999999998
2016-08-01,DE,Germany,0.3,1.0,-5.9,1.2,1.2,0.7,-1.7,0.09999999999999998
