period_month,country_code,country_name,headline,core,energy,food,services,non_energy_goods,gap_vs_target,gap_vs_euro_area
2017-02-01,DE,Germany,2.1,1.0,7.2,3.8,1.0,1.1,0.10000000000000009,0.10000000000000009
2017-03-01,DE,Germany,1.5,0.8,5.2,2.2,0.4,1.5,-0.5,0.0
2017-07-01,DE,Germany,1.7,1.6,0.8,2.5,1.7,1.3,-0.30000000000000004,0.3999999999999999
2017-08-01,DE,Germany,1.9,1.7,2.1,2.9,1.8,1.4,-0.10000000000000009,0.3999999999999999
2017-11-01,DE,Germany,1.7,1.3,3.7,2.7,1.4,1.1,-0.30000000000000004,0.19999999999999996
2018-11-01,DE,Germany,2.2,1.1,9.4,2.1,1.1,1.0,0.20000000000000018,0.30000000000000027
2019-01-01,DE,Germany,1.7,1.8,2.6,1.1,2.1,1.2,-0.30000000000000004,0.30000000000000004
2020-04-01,DE,Germany,0.8,1.0,-5.6,4.0,1.3,0.8,-1.2,0.5
2020-09-01,DE,Germany,-0.4,0.3,-6.6,1.0,1.0,-1.1,-2.4,-0.10000000000000003
2020-12-01,DE,Germany,-0.7,-0.1,-6.0,0.6,0.8,-1.6,-2.7,-0.39999999999999997
2021-09-01,DE,Germany,4.1,2.5,13.6,4.1,1.8,3.9,2.0999999999999996,0.6999999999999997
2022-02-01,DE,Germany,5.5,3.0,22.4,4.6,2.7,3.4,3.5,-0.40000000000000036
2022-05-01,DE,Germany,8.7,4.0,37.5,8.8,3.0,5.6,6.699999999999999,0.5999999999999996
2023-01-01,DE,Germany,9.2,5.1,25.1,16.6,3.6,7.4,7.199999999999999,0.5999999999999996
2023-10-01,DE,Germany,3.0,4.2,-6.0,7.1,4.2,4.1,1.0,0.10000000000000009
2025-01-01,DE,Germany,2.8,3.6,-1.3,1.9,5.1,1.2,0.7999999999999998,0.2999999999999998
2025-05-01,DE,Germany,2.1,2.7,-4.5,3.4,3.8,1.0,0.10000000000000009,0.20000000000000018
2025-06-01,DE,Germany,2.0,2.5,-3.5,2.8,3.5,0.9,0.0,0.0
2025-07-01,DE,Germany,1.8,2.4,-3.4,2.8,3.0,1.2,-0.19999999999999996,-0.19999999999999996
2025-09-01,DE,Germany,2.4,2.6,-0.7,2.9,3.5,1.2,0.3999999999999999,0.19999999999999973
2025-11-01,DE,Germany,2.6,3.0,-0.1,2.0,4.2,1.0,0.6000000000000001,0.5
2025-12-01,DE,Germany,2.0,2.5,-1.3,1.8,3.9,0.2,0.0,0.10000000000000009
2000-05-01,ES,Spain,3.2,2.6,15.5,1.5,3.3,1.9,1.2000000000000002,1.4000000000000001
2000-09-01,ES,Spain,3.7,3.0,10.7,3.2,3.7,2.2,1.7000000000000002,1.3000000000000003
2001-01-01,ES,Spain,2.9,2.2,6.6,3.9,4.5,-0.3,0.8999999999999999,0.8999999999999999
2001-10-01,ES,Spain,2.5,2.8,-6.4,5.1,3.6,2.0,0.5,0.2999999999999998
2002-04-01,ES,Spain,3.7,3.7,-0.4,5.1,4.5,2.8,1.7000000000000002,1.3000000000000003
2002-05-01,ES,Spain,3.7,4.0,-1.8,5.0,4.9,2.9,1.7000000000000002,1.6
2002-11-01,ES,Spain,3.9,3.7,3.6,4.9,4.6,2.8,1.9,1.6
2003-02-01,ES,Spain,3.9,3.2,6.7,4.8,3.9,2.3,1.9,1.5
2003-03-01,ES,Spain,3.7,3.0,6.1,4.6,3.6,2.4,1.7000000000000002,1.3000000000000003
2003-04-01,ES,Spain,3.2,3.4,0.8,3.6,3.9,2.7,1.2000000000000002,1.1
2004-10-01,ES,Spain,3.6,2.6,11.6,3.3,3.6,1.4,1.6,1.2000000000000002
2005-02-01,ES,Spain,3.3,2.6,7.6,3.7,3.8,1.0,1.2999999999999998,1.1999999999999997
2006-08-01,ES,Spain,3.8,2.9,8.2,4.2,3.9,1.7,1.7999999999999998,1.5
2006-10-01,ES,Spain,2.6,2.7,-1.9,4.0,3.7,1.4,0.6000000000000001,1.0
2006-11-01,ES,Spain,2.7,2.7,0.3,3.6,3.7,1.4,0.7000000000000002,0.9000000000000001
2006-12-01,ES,Spain,2.7,2.6,2.6,3.0,3.6,1.4,0.7000000000000002,0.8000000000000003
2007-01-01,ES,Spain,2.4,2.7,-1.2,3.1,3.8,1.3,0.3999999999999999,0.5999999999999999
2008-02-01,ES,Spain,4.5,2.4,13.2,6.7,3.9,0.3,2.5,1.2000000000000002
2008-07-01,ES,Spain,5.3,2.5,21.3,6.7,4.0,0.4,3.3,1.2000000000000002
2008-11-01,ES,Spain,2.4,2.5,-0.4,3.2,4.0,0.6,0.3999999999999999,0.2999999999999998
2009-06-01,ES,Spain,-1.0,0.9,-14.1,-0.6,2.2,-0.8,-3.0,-0.9
2009-08-01,ES,Spain,-0.7,0.5,-10.2,-0.2,1.8,-1.3,-2.7,-0.49999999999999994
2009-10-01,ES,Spain,-0.6,0.2,-6.5,-0.5,1.4,-1.5,-2.6,-0.5
2010-04-01,ES,Spain,2.4,0.7,16.6,1.0,0.6,0.9,0.3999999999999999,0.7999999999999998
2010-09-01,ES,Spain,2.8,2.2,11.0,0.7,1.4,3.2,0.7999999999999998,0.8999999999999999
2010-10-01,ES,Spain,2.5,1.4,12.5,1.3,1.3,1.5,0.5,0.6000000000000001
2011-07-01,ES,Spain,3.0,1.0,15.9,2.9,1.5,0.2,1.0,0.3999999999999999
2011-09-01,ES,Spain,3.0,0.9,15.9,3.2,1.5,0.2,1.0,0.0
2011-12-01,ES,Spain,2.3,1.1,10.3,2.3,1.6,0.5,0.2999999999999998,-0.5
2012-05-01,ES,Spain,1.9,0.8,8.2,1.9,1.1,0.4,-0.10000000000000009,-0.5
2012-06-01,ES,Spain,1.8,0.8,6.2,2.9,1.1,0.2,-0.19999999999999996,-0.5999999999999999
2012-10-01,ES,Spain,3.5,2.3,11.2,2.9,2.5,2.1,1.5,1.0
2012-11-01,ES,Spain,3.0,2.2,7.6,3.0,2.3,2.2,1.0,0.7999999999999998
2013-07-01,ES,Spain,1.9,1.5,-0.4,4.6,1.9,0.8,-0.10000000000000009,0.2999999999999998
2013-08-01,ES,Spain,1.6,1.4,-2.2,4.6,1.7,0.9,-0.3999999999999999,0.30000000000000004
2013-11-01,ES,Spain,0.3,0.0,-0.7,1.9,0.0,0.0,-1.7,-0.6000000000000001
2015-06-01,ES,Spain,0.0,0.4,-5.7,1.8,0.5,0.2,-2.0,-0.5
2015-08-01,ES,Spain,-0.5,0.4,-9.7,1.8,0.6,0.2,-2.5,-0.9
2016-06-01,ES,Spain,-0.9,0.5,-11.6,1.3,0.6,0.3,-2.9,-0.9
2016-10-01,ES,Spain,0.5,0.6,0.1,0.3,0.9,0.2,-1.5,0.0
2016-12-01,ES,Spain,1.4,0.9,5.3,0.8,1.4,0.2,-0.6000000000000001,0.2999999999999998
2017-04-01,ES,Spain,2.6,1.4,12.0,1.2,2.4,0.0,0.6000000000000001,0.7000000000000002
2017-09-01,ES,Spain,1.8,1.3,5.8,1.3,2.2,-0.4,-0.19999999999999996,0.19999999999999996
2017-12-01,ES,Spain,1.2,0.9,2.6,1.7,1.4,-0.1,-0.8,-0.10000000000000009
2018-04-01,ES,Spain,1.1,0.8,2.3,1.6,1.1,0.1,-0.8999999999999999,-0.09999999999999987
2018-05-01,ES,Spain,2.1,1.2,7.8,2.0,1.9,0.1,0.10000000000000009,0.10000000000000009
2018-06-01,ES,Spain,2.3,1.0,9.9,2.5,1.6,0.0,0.2999999999999998,0.2999999999999998
2018-07-01,ES,Spain,2.3,1.1,11.2,1.9,1.6,0.1,0.2999999999999998,0.09999999999999964
2018-09-01,ES,Spain,2.3,0.9,12.0,1.8,1.4,-0.1,0.2999999999999998,0.19999999999999973
2019-03-01,ES,Spain,1.3,0.7,5.6,1.0,1.2,-0.1,-0.7,-0.09999999999999987
2019-05-01,ES,Spain,0.9,1.0,1.3,0.5,1.4,0.4,-1.1,-0.29999999999999993
2020-08-01,ES,Spain,-0.6,0.1,-9.3,2.0,0.1,0.2,-2.6,-0.39999999999999997
2020-10-01,ES,Spain,-0.9,-0.1,-11.1,2.0,-0.1,-0.1,-2.9,-0.6000000000000001
2020-11-01,ES,Spain,-0.8,0.0,-9.5,1.2,-0.1,0.1,-2.8,-0.5
2021-01-01,ES,Spain,0.4,0.4,-2.0,1.6,0.4,0.4,-1.6,-0.5
2021-02-01,ES,Spain,-0.1,0.0,-4.2,1.4,-0.1,0.3,-2.1,-1.0
2021-12-01,ES,Spain,6.6,1.9,39.7,4.6,2.2,1.3,4.6,1.5999999999999996
2022-08-01,ES,Spain,10.5,4.9,37.0,12.7,4.9,4.6,8.5,1.4000000000000004
2023-02-01,ES,Spain,6.0,5.2,-8.8,15.7,4.5,6.0,4.0,-2.5
2023-03-01,ES,Spain,3.1,4.6,-25.5,15.5,4.6,4.6,1.1,-3.8000000000000003
2023-12-01,ES,Spain,3.3,3.5,-6.2,6.6,4.1,2.2,1.2999999999999998,0.3999999999999999
2024-04-01,ES,Spain,3.4,2.7,5.0,4.6,3.5,0.9,1.4,1.0
2024-08-01,ES,Spain,2.4,2.8,-1.7,2.7,3.7,0.6,0.3999999999999999,0.19999999999999973
2024-10-01,ES,Spain,1.8,2.5,-4.0,2.2,3.5,0.4,-0.19999999999999996,-0.19999999999999996
2025-08-01,ES,Spain,2.7,2.7,3.2,2.6,3.7,0.2,0.7000000000000002,0.7000000000000002
2000-02-01,FR,France,1.4,0.1,12.2,1.5,0.7,-0.7,-0.6000000000000001,-0.5
2000-04-01,FR,France,1.3,0.0,10.3,1.8,0.2,-0.3,-0.7,-0.3999999999999999
2001-04-01,FR,France,2.0,1.2,1.5,4.8,1.3,1.0,0.0,-0.7000000000000002
2001-09-01,FR,France,1.6,1.4,-5.2,5.5,1.6,1.1,-0.3999999999999999,-0.6000000000000001
2002-02-01,FR,France,2.2,1.9,-3.2,5.7,2.4,1.1,0.20000000000000018,-0.2999999999999998
2002-03-01,FR,France,2.2,2.0,-2.1,4.6,2.6,1.0,0.20000000000000018,-0.2999999999999998
2002-12-01,FR,France,2.2,2.0,3.7,2.1,2.9,0.7,0.20000000000000018,-0.09999999999999964
2003-05-01,FR,France,1.8,1.7,-0.1,2.5,2.5,0.6,-0.19999999999999996,0.0
2003-07-01,FR,France,2.0,1.5,2.0,3.5,2.3,0.3,0.0,0.10000000000000009
2003-10-01,FR,France,2.3,1.9,-0.3,4.6,2.6,0.8,0.2999999999999998,0.2999999999999998
2003-12-01,FR,France,2.4,1.8,-0.1,5.3,2.6,0.7,0.3999999999999999,0.3999999999999999
2004-03-01,FR,France,1.9,1.8,-3.2,4.3,2.8,0.3,-0.10000000000000009,0.19999999999999996
2004-04-01,FR,France,2.4,1.9,1.4,4.4,2.7,0.5,0.3999999999999999,0.2999999999999998
2004-05-01,FR,France,2.8,1.8,7.0,4.7,2.8,0.2,0.7999999999999998,0.2999999999999998
2004-12-01,FR,France,2.2,1.8,9.7,1.1,2.9,-0.1,0.20000000000000018,-0.09999999999999964
2005-01-01,FR,France,1.6,1.7,6.7,-0.3,2.7,0.2,-0.3999999999999999,-0.2999999999999998
2005-03-01,FR,France,2.1,1.7,9.6,0.6,3.0,-0.3,0.10000000000000009,-0.10000000000000009
2005-06-01,FR,France,1.8,1.6,9.3,-0.6,2.9,-0.4,-0.19999999999999996,-0.19999999999999996
2005-10-01,FR,France,2.0,1.3,11.6,0.4,2.6,-0.5,0.0,-0.5
2006-01-01,FR,France,2.2,1.4,11.8,1.1,2.6,-0.2,0.20000000000000018,-0.19999999999999973
2007-03-01,FR,France,1.2,1.5,0.6,0.5,2.5,0.1,-0.8,-0.7
2007-12-01,FR,France,2.8,1.7,10.5,3.4,2.6,0.4,0.7999999999999998,-0.30000000000000027
2008-05-01,FR,France,3.7,1.8,15.0,5.8,2.6,0.4,1.7000000000000002,0.0
2008-06-01,FR,France,4.0,1.8,18.4,5.6,2.6,0.6,2.0,0.10000000000000009
2008-08-01,FR,France,3.5,1.8,15.0,4.8,2.6,0.6,1.5,-0.2999999999999998
2008-10-01,FR,France,3.0,1.9,9.5,4.3,2.6,0.8,1.0,-0.20000000000000018
2010-03-01,FR,France,1.7,1.1,9.5,1.1,1.9,-0.1,-0.30000000000000004,0.09999999999999987
2010-05-01,FR,France,1.9,0.8,13.3,1.3,1.5,-0.2,-0.10000000000000009,0.19999999999999996
2010-07-01,FR,France,1.9,1.0,10.2,1.8,1.6,0.1,-0.10000000000000009,0.19999999999999996
2010-08-01,FR,France,1.6,0.8,8.2,1.7,1.6,-0.4,-0.3999999999999999,0.0
2010-12-01,FR,France,2.0,0.9,12.1,1.6,1.6,-0.1,0.0,-0.20000000000000018
2011-03-01,FR,France,2.2,0.9,14.7,1.3,1.7,-0.3,0.20000000000000018,-0.5
2011-08-01,FR,France,2.4,1.1,11.8,3.1,1.8,0.0,0.3999999999999999,-0.10000000000000009
2012-07-01,FR,France,2.2,1.8,3.6,3.0,2.0,1.7,0.20000000000000018,-0.19999999999999973
2012-09-01,FR,France,2.2,1.5,5.7,2.7,1.5,1.5,0.20000000000000018,-0.3999999999999999
2012-12-01,FR,France,1.5,1.0,2.7,2.8,1.1,0.8,-0.5,-0.7000000000000002
2013-05-01,FR,France,0.9,0.6,-0.3,2.4,0.9,0.3,-1.1,-0.4999999999999999
2013-09-01,FR,France,1.0,0.8,0.8,2.1,1.3,-0.1,-1.0,-0.10000000000000009
2013-12-01,FR,France,0.8,0.8,1.1,0.7,1.4,0.0,-1.2,0.0
2014-02-01,FR,France,1.1,1.4,-1.0,0.9,2.0,0.5,-0.8999999999999999,0.40000000000000013
2014-05-01,FR,France,0.8,1.1,1.0,0.0,1.9,-0.3,-1.2,0.30000000000000004
2014-08-01,FR,France,0.5,1.2,-1.4,-0.9,2.0,0.0,-1.5,0.09999999999999998
2014-10-01,FR,France,0.5,0.8,-1.0,0.3,1.5,-0.3,-1.5,0.09999999999999998
2015-01-01,FR,France,-0.4,0.4,-6.8,-0.1,1.2,-0.9,-2.4,0.19999999999999996
2015-11-01,FR,France,0.1,0.7,-5.8,0.8,1.1,0.1,-1.9,0.0
2015-12-01,FR,France,0.3,0.8,-4.5,0.5,1.2,0.3,-1.7,0.0
2016-04-01,FR,France,-0.1,0.6,-6.6,0.4,1.0,-0.1,-2.1,0.19999999999999998
2017-01-01,FR,France,1.6,0.7,9.9,1.1,0.9,0.2,-0.3999999999999999,-0.09999999999999987
2018-01-01,FR,France,1.5,1.0,5.1,1.7,1.3,0.4,-0.5,0.19999999999999996
2018-08-01,FR,France,2.6,1.0,12.8,3.7,1.4,0.3,0.6000000000000001,0.5
2019-02-01,FR,France,1.6,0.6,3.3,4.2,1.0,-0.2,-0.3999999999999999,0.10000000000000009
2019-07-01,FR,France,1.3,0.7,0.8,3.6,1.2,-0.3,-0.7,0.30000000000000004
2019-11-01,FR,France,1.2,0.8,-0.7,3.5,1.5,-0.3,-0.8,0.19999999999999996
2020-02-01,FR,France,1.6,1.2,0.9,3.1,1.5,0.6,-0.3999999999999999,0.40000000000000013
2020-03-01,FR,France,0.8,0.7,-4.0,3.2,1.1,-0.1,-1.2,0.10000000000000009
2021-03-01,FR,France,1.4,1.0,4.6,1.5,1.4,0.2,-0.6000000000000001,0.09999999999999987
2021-08-01,FR,France,2.4,1.3,12.7,1.8,1.0,1.9,0.3999999999999999,-0.6000000000000001
2022-03-01,FR,France,5.1,2.6,29.8,2.6,2.5,2.8,3.0999999999999996,-2.3000000000000007
2022-04-01,FR,France,5.4,3.2,27.1,3.4,3.1,3.3,3.4000000000000004,-2.0
2022-09-01,FR,France,6.2,3.7,18.8,8.8,3.4,4.2,4.2,-3.7
2023-08-01,FR,France,5.7,4.0,6.9,11.0,4.0,3.7,3.7,0.5
2023-11-01,FR,France,3.9,2.9,2.9,7.9,3.2,2.3,1.9,1.5
2024-01-01,FR,France,3.4,2.7,1.9,6.8,3.5,1.0,1.4,0.6000000000000001
2024-11-01,FR,France,1.7,2.2,-0.7,1.1,3.1,0.4,-0.30000000000000004,-0.5000000000000002
2025-02-01,FR,France,0.9,1.9,-5.7,0.8,2.4,0.7,-1.1,-1.4
2025-04-01,FR,France,0.9,1.9,-7.4,1.5,2.5,0.5,-1.1,-1.3000000000000003
2000-01-01,IT,Italy,2.2,1.9,9.5,0.7,2.4,1.5,0.20000000000000018,0.30000000000000027
2000-03-01,IT,Italy,2.5,2.0,12.7,0.9,2.6,1.5,0.5,0.5
2000-08-01,IT,Italy,2.8,2.0,12.1,1.8,2.4,1.7,0.7999999999999998,0.7999999999999998
2000-11-01,IT,Italy,2.9,2.1,12.8,2.0,2.1,2.1,0.8999999999999999,0.3999999999999999
2000-12-01,IT,Italy,2.7,2.1,10.4,2.3,2.4,2.1,0.7000000000000002,0.20000000000000018
2001-11-01,IT,Italy,2.3,2.3,-5.1,4.3,3.3,1.6,0.2999999999999998,0.2999999999999998
2002-06-01,IT,Italy,2.4,2.8,-4.7,2.9,3.3,2.3,0.3999999999999999,0.5
2002-07-01,IT,Italy,2.5,2.9,-2.8,2.6,3.5,2.3,0.5,0.5
2002-08-01,IT,Italy,2.5,3.0,-1.5,2.9,3.6,2.3,0.5,0.3999999999999999
2002-09-01,IT,Italy,2.9,3.2,-0.9,2.9,3.6,2.7,0.8999999999999999,0.7999999999999998
2002-10-01,IT,Italy,2.9,3.0,0.6,3.0,3.5,2.4,0.8999999999999999,0.6000000000000001
2003-06-01,IT,Italy,2.8,2.7,2.3,3.6,3.2,2.1,0.7999999999999998,0.7999999999999998
2003-08-01,IT,Italy,2.8,2.5,2.7,4.0,3.2,1.4,0.7999999999999998,0.7999999999999998
2003-09-01,IT,Italy,2.9,2.5,3.0,4.5,3.1,1.6,0.8999999999999999,0.7999999999999998
2004-02-01,IT,Italy,2.4,2.2,-1.0,4.5,2.4,1.9,0.3999999999999999,0.7999999999999998
2004-07-01,IT,Italy,2.2,2.1,3.4,3.0,2.6,1.3,0.20000000000000018,-0.09999999999999964
2004-11-01,IT,Italy,2.0,2.2,6.0,0.6,2.6,1.7,0.0,-0.20000000000000018
2005-04-01,IT,Italy,2.1,2.1,9.6,0.6,2.5,1.7,0.10000000000000009,0.0
2006-02-01,IT,Italy,2.2,1.6,10.6,1.6,2.2,0.8,0.20000000000000018,-0.19999999999999973
2006-03-01,IT,Italy,2.2,1.6,9.5,1.6,1.9,1.2,0.20000000000000018,0.0
2006-04-01,IT,Italy,2.4,1.7,9.3,1.5,2.2,1.2,0.3999999999999999,0.0
2007-02-01,IT,Italy,2.1,2.0,1.4,2.7,2.1,1.7,0.10000000000000009,0.30000000000000004
2007-05-01,IT,Italy,1.9,1.8,-0.1,2.9,2.0,1.7,-0.10000000000000009,0.0
2007-11-01,IT,Italy,2.5,1.9,5.1,3.7,2.1,1.9,0.5,-0.6000000000000001
2008-01-01,IT,Italy,3.2,2.1,8.2,4.6,2.4,1.7,1.2000000000000002,0.0
2008-03-01,IT,Italy,3.6,2.5,9.8,5.0,2.9,2.0,1.6,0.0
2008-12-01,IT,Italy,2.4,2.2,-1.4,4.3,2.7,1.6,0.3999999999999999,0.7999999999999998
2009-05-01,IT,Italy,0.8,1.9,-11.1,2.5,1.9,1.6,-1.2,0.8
2010-01-01,IT,Italy,1.3,1.6,0.8,0.7,1.9,1.0,-0.7,0.4
2010-11-01,IT,Italy,1.8,1.6,5.4,1.1,1.8,1.6,-0.19999999999999996,-0.09999999999999987
2011-02-01,IT,Italy,2.2,1.2,9.9,2.0,2.0,0.1,0.20000000000000018,-0.19999999999999973
2011-05-01,IT,Italy,3.0,2.1,9.8,3.1,2.4,1.9,1.0,0.2999999999999998
2011-06-01,IT,Italy,3.0,2.3,9.4,3.0,2.6,1.9,1.0,0.2999999999999998
2012-02-01,IT,Italy,3.5,2.1,15.7,3.4,2.4,1.4,1.5,0.7999999999999998
2012-03-01,IT,Italy,3.8,2.5,15.4,3.4,2.4,2.5,1.7999999999999998,1.0999999999999996
2013-02-01,IT,Italy,2.0,1.4,5.0,2.4,1.9,0.5,0.0,0.10000000000000009
2013-10-01,IT,Italy,0.7,1.2,-3.6,1.0,1.4,1.0,-1.3,0.0
2014-03-01,IT,Italy,0.3,0.8,-3.6,0.4,0.9,0.7,-1.7,-0.2
2014-04-01,IT,Italy,0.5,1.1,-2.8,0.1,1.2,0.8,-1.5,-0.19999999999999996
2015-09-01,IT,Italy,0.2,0.9,-7.6,1.7,0.9,0.6,-1.8,0.0
2015-10-01,IT,Italy,0.3,1.0,-7.7,2.1,1.0,0.9,-1.7,-0.10000000000000003
2016-05-01,IT,Italy,-0.3,0.6,-8.4,0.4,0.5,0.7,-2.3,-0.19999999999999998
2016-07-01,IT,Italy,-0.2,0.5,-6.9,0.9,0.8,0.2,-2.2,-0.4
2016-08-01,IT,Italy,-0.1,0.4,-6.4,1.0,0.6,0.2,-2.1,-0.30000000000000004
2017-02-01,IT,Italy,1.6,0.7,4.9,3.6,1.0,0.3,-0.3999999999999999,-0.3999999999999999
2017-03-01,IT,Italy,1.4,0.6,4.7,2.7,1.1,0.0,-0.6000000000000001,-0.10000000000000009
2017-07-01,IT,Italy,1.2,0.9,3.4,0.8,1.5,0.3,-0.8,-0.10000000000000009
2017-08-01,IT,Italy,1.4,1.2,4.5,0.7,1.7,0.7,-0.6000000000000001,-0.10000000000000009
2017-11-01,IT,Italy,1.1,0.4,4.5,1.7,0.6,0.2,-0.8999999999999999,-0.3999999999999999
2018-11-01,IT,Italy,1.6,0.7,9.3,1.2,1.4,-0.6,-0.3999999999999999,-0.2999999999999998
2019-01-01,IT,Italy,0.9,0.6,3.8,0.8,1.2,-0.5,-1.1,-0.4999999999999999
2020-04-01,IT,Italy,0.1,0.6,-9.9,2.9,0.6,0.7,-1.9,-0.19999999999999998
2020-09-01,IT,Italy,-1.0,-0.5,-10.1,1.3,-0.3,-0.9,-3.0,-0.7
2020-12-01,IT,Italy,-0.3,0.4,-8.0,0.9,0.4,0.3,-2.3,0.0
2021-09-01,IT,Italy,2.9,1.4,20.5,1.0,1.3,1.6,0.8999999999999999,-0.5
2022-02-01,IT,Italy,6.2,1.7,46.5,4.2,1.9,1.4,4.2,0.2999999999999998
2022-05-01,IT,Italy,7.3,3.0,42.9,6.4,3.3,2.6,5.3,-0.7999999999999998
2023-01-01,IT,Italy,10.7,5.2,42.8,11.0,4.4,6.6,8.7,2.0999999999999996
2023-10-01,IT,Italy,1.8,3.8,-19.9,6.2,4.4,3.2,-0.19999999999999996,-1.0999999999999999
2025-01-01,IT,Italy,1.7,1.8,-0.7,2.3,2.9,0.1,-0.30000000000000004,-0.8
2025-05-01,IT,Italy,1.7,1.9,-1.9,3.1,2.9,0.4,-0.30000000000000004,-0.19999999999999996
2025-06-01,IT,Italy,1.8,2.0,-2.1,3.3,3.0,0.5,-0.19999999999999996,-0.19999999999999996
2025-07-01,IT,Italy,1.7,2.0,-3.5,3.8,3.0,0.4,-0.30000000000000004,-0.30000000000000004
2025-09-01,IT,Italy,1.8,2.1,-3.8,3.6,3.0,0.7,-0.19999999999999996,-0.40000000000000013
2025-11-01,IT,Italy,1.1,1.7,-4.2,1.9,2.6,0.5,-0.8999999999999999,-1.0
2025-12-01,IT,Italy,1.2,1.8,-4.5,2.4,2.7,0.4,-0.8,-0.7
2000-05-01,NL,Netherlands,2.0,1.0,13.9,0.4,1.5,0.7,0.0,0.19999999999999996
2000-09-01,NL,Netherlands,2.9,1.3,17.8,2.1,1.5,1.2,0.8999999999999999,0.5
2001-01-01,NL,Netherlands,4.6,3.5,14.7,4.0,3.9,2.9,2.5999999999999996,2.5999999999999996
2001-10-01,NL,Netherlands,5.0,4.5,3.8,7.6,5.0,3.8,3.0,2.8
2002-04-01,NL,Netherlands,4.2,4.4,3.4,3.8,5.4,3.2,2.2,1.8000000000000003
2002-05-01,NL,Netherlands,3.8,4.2,1.8,3.4,5.1,2.9,1.7999999999999998,1.6999999999999997
2002-11-01,NL,Netherlands,3.3,3.4,5.3,1.9,4.5,1.9,1.2999999999999998,1.0
2003-02-01,NL,Netherlands,2.9,2.8,8.1,1.2,4.2,1.1,0.8999999999999999,0.5
2003-03-01,NL,Netherlands,2.7,2.6,6.6,1.8,4.1,0.5,0.7000000000000002,0.30000000000000027
2003-04-01,NL,Netherlands,2.2,2.1,3.6,1.9,3.8,0.0,0.20000000000000018,0.10000000000000009
2004-10-01,NL,Netherlands,1.5,1.6,8.1,-2.0,3.1,-0.4,-0.5,-0.8999999999999999
2005-02-01,NL,Netherlands,1.5,0.6,10.7,0.5,2.1,-1.4,-0.5,-0.6000000000000001
2006-08-01,NL,Netherlands,1.9,1.1,6.8,1.9,1.1,1.3,-0.10000000000000009,-0.3999999999999999
2006-10-01,NL,Netherlands,1.4,1.1,2.2,1.8,1.4,0.7,-0.6000000000000001,-0.20000000000000018
2006-11-01,NL,Netherlands,1.6,1.1,4.4,2.0,1.3,0.8,-0.3999999999999999,-0.19999999999999996
2006-12-01,NL,Netherlands,1.7,1.2,4.8,2.0,1.4,0.9,-0.30000000000000004,-0.19999999999999996
2007-01-01,NL,Netherlands,1.2,1.0,1.9,1.7,1.4,0.4,-0.8,-0.6000000000000001
2008-02-01,NL,Netherlands,2.0,1.2,4.2,3.9,1.9,0.3,0.0,-1.2999999999999998
2008-07-01,NL,Netherlands,3.0,1.0,11.4,6.2,2.6,-1.1,1.0,-1.0999999999999996
2008-11-01,NL,Netherlands,1.9,1.5,-1.7,5.9,2.7,-0.2,-0.10000000000000009,-0.20000000000000018
2009-06-01,NL,Netherlands,1.4,1.4,-1.6,3.0,2.4,0.1,-0.6000000000000001,1.5
2009-08-01,NL,Netherlands,-0.1,1.1,-10.4,1.7,2.4,-0.6,-2.1,0.1
2009-10-01,NL,Netherlands,0.4,1.4,-7.3,1.0,2.5,-0.1,-1.6,0.5
2010-04-01,NL,Netherlands,0.7,1.2,-2.2,-0.1,2.5,-0.4,-1.3,-0.9000000000000001
2010-09-01,NL,Netherlands,1.4,0.8,5.5,1.8,1.7,-0.5,-0.6000000000000001,-0.5
2010-10-01,NL,Netherlands,1.4,0.8,5.1,1.6,1.6,-0.2,-0.6000000000000001,-0.5
2011-07-01,NL,Netherlands,3.2,2.5,9.3,2.5,3.8,0.6,1.2000000000000002,0.6000000000000001
2011-09-01,NL,Netherlands,3.0,2.0,9.2,2.8,2.6,1.2,1.0,0.0
2011-12-01,NL,Netherlands,2.5,1.8,5.7,3.1,2.5,1.0,0.5,-0.2999999999999998
2012-05-01,NL,Netherlands,2.5,2.1,6.2,1.7,3.1,0.7,0.5,0.10000000000000009
2012-06-01,NL,Netherlands,2.5,2.1,5.6,2.1,3.0,0.9,0.5,0.10000000000000009
2012-10-01,NL,Netherlands,3.3,2.6,8.1,2.7,3.5,1.3,1.2999999999999998,0.7999999999999998
2012-11-01,NL,Netherlands,3.2,2.6,7.0,3.0,3.5,1.4,1.2000000000000002,1.0
2013-07-01,NL,Netherlands,3.1,3.0,1.4,4.7,3.1,2.7,1.1,1.5
2013-08-01,NL,Netherlands,2.8,2.8,0.3,4.5,3.0,2.4,0.7999999999999998,1.4999999999999998
2013-11-01,NL,Netherlands,1.2,1.6,-2.5,2.1,2.3,0.6,-0.8,0.29999999999999993
2015-06-01,NL,Netherlands,0.5,1.1,-4.0,1.0,1.9,-0.1,-1.5,0.0
2015-08-01,NL,Netherlands,0.4,1.1,-5.9,1.8,1.9,-0.4,-1.6,0.0
2016-06-01,NL,Netherlands,-0.2,0.2,-7.1,1.8,0.3,0.2,-2.2,-0.2
2016-10-01,NL,Netherlands,0.3,0.4,-2.0,0.8,0.4,0.6,-1.7,-0.2
2016-12-01,NL,Netherlands,0.7,0.6,0.7,1.5,0.5,0.7,-1.3,-0.40000000000000013
